comparator_isoform_id	gene_id	reference_isoform_id	comparison	distance	category	last_ejc_tx_pos	own_stop_tx_pos
ENST00000439578.5	ENSG00000152700.15	ENST00000402673.7	Control	-115	no_downstream_ejc	664	779
ENST00000439761.3	ENSG00000106258.17	ENST00000222982.8	Control	-103	truncated_no_ejc	418	521
ENST00000440191.6	ENSG00000156976.18	ENST00000323963.10	Control	-143	no_downstream_ejc	1116	1259
ENST00000440392.3	ENSG00000134146.13	ENST00000256538.9	Control	-184	truncated_no_ejc	363	547
ENST00000441576.6	ENSG00000178149.18	ENST00000341949.9	Control	-63	truncated_no_ejc	1486	1549
ENST00000441843.5	ENSG00000179630.12	ENST00000325686.7	Control	3	no_downstream_ejc	1779	1776
ENST00000443980.6	ENSG00000157191.21	ENST00000337132.10	Control	-153	no_downstream_ejc	693	846
ENST00000446293.6	ENSG00000160058.20	ENST00000455895.7	Control	-31	no_downstream_ejc	1327	1358
ENST00000446801.6	ENSG00000174442.13	ENST00000307897.10	Control	1824	effectively_ptc	2119	295
ENST00000446927.5	ENSG00000135622.15	ENST00000357877.7	NMD	1127	effectively_ptc	1524	397
ENST00000446942.5	ENSG00000178026.14	ENST00000318753.13	NMD	684	effectively_ptc	1036	352
ENST00000447096.1	ENSG00000059769.21	ENST00000313525.4	NMD	792	effectively_ptc	1246	454
ENST00000447133.7	ENSG00000111224.15	ENST00000427057.6	NMD	-315	no_downstream_ejc	798	1113
ENST00000447452.6	ENSG00000164815.12	ENST00000297431.9	Control	-149	truncated_no_ejc	877	1026
ENST00000447873.6	ENSG00000127990.20	ENST00000648936.2	Control	-15	truncated_no_ejc	1379	1394
ENST00000448281.7	ENSG00000157014.11	ENST00000287652.8	Control	40	no_downstream_ejc	2939	2899
ENST00000448392.6	ENSG00000103978.18	ENST00000389834.9	NMD	1393	effectively_ptc	1615	222
ENST00000449301.5	ENSG00000119004.18	ENST00000356079.9	NMD	534	effectively_ptc	1245	711
ENST00000450873.6	ENSG00000154710.19	ENST00000284957.9	Control	-397	no_downstream_ejc	1349	1746
ENST00000450991.6	ENSG00000089818.18	ENST00000339754.11	NMD	390	effectively_ptc	718	328
ENST00000451590.5	ENSG00000174775.19	ENST00000311189.8	Control	-118	no_downstream_ejc	638	756
ENST00000451623.5	ENSG00000171055.16	ENST00000405912.8	NMD	53	effectively_ptc	993	940
ENST00000452673.6	ENSG00000127022.17	ENST00000247461.9	Control	-52	no_downstream_ejc	1872	1924
ENST00000453172.2	ENSG00000134285.12	ENST00000550765.6	Control	-51	truncated_no_ejc	480	531
ENST00000453791.6	ENSG00000114626.19	ENST00000232744.13	Control	1180	effectively_ptc	1309	129
ENST00000454520.6	ENSG00000161800.14	ENST00000312377.10	Control	-74	no_downstream_ejc	1900	1974
ENST00000455319.6	ENSG00000182325.12	ENST00000331890.6	Control	-146	truncated_no_ejc	1479	1625
ENST00000455834.5	ENSG00000114735.11	ENST00000232854.9	Control	-35	no_downstream_ejc	1207	1242
ENST00000457269.8	ENSG00000105655.20	ENST00000338128.13	Control	-203	truncated_no_ejc	1394	1597
ENST00000457458.6	ENSG00000102225.18	ENST00000357227.9	Control	-36	no_downstream_ejc	1891	1927
ENST00000459929.6	ENSG00000116679.18	ENST00000367498.8	NMD	1152	effectively_ptc	2383	1231
ENST00000460181.5	ENSG00000136877.17	ENST00000373247.7	NMD	812	effectively_ptc	1342	530
ENST00000460212.1	ENSG00000156239.13	ENST00000303775.10	NMD	75	effectively_ptc	744	669
ENST00000461304.5	ENSG00000125875.16	ENST00000354200.5	NMD	197	effectively_ptc	1533	1336
ENST00000461371.5	ENSG00000119004.18	ENST00000356079.9	Control	927	effectively_ptc	1102	175
ENST00000461440.5	ENSG00000135269.19	ENST00000358204.9	Control	-329	truncated_no_ejc	315	644
ENST00000462677.3	ENSG00000198860.15	ENST00000645668.2	NMD	200	effectively_ptc	612	412
ENST00000462997.6	ENSG00000132664.14	ENST00000377603.5	Control	912	effectively_ptc	1094	182
ENST00000463664.5	ENSG00000143416.22	ENST00000368868.10	NMD	1192	effectively_ptc	1561	369
ENST00000464088.5	ENSG00000116815.17	ENST00000369489.10	NMD	66	effectively_ptc	790	724
ENST00000464099.5	ENSG00000203791.16	ENST00000368836.7	Control	307	effectively_ptc	655	348
ENST00000464605.1	ENSG00000144744.19	ENST00000361055.9	Control	-362	truncated_no_ejc	21	383
ENST00000464909.2	ENSG00000237651.8	ENST00000426997.5	Control	-172	no_downstream_ejc	270	442
ENST00000467891.5	ENSG00000188130.15	ENST00000215659.13	NMD	1132	effectively_ptc	1458	326
ENST00000470080.5	ENSG00000163762.8	ENST00000296059.7	Control	-13	no_downstream_ejc	691	704
ENST00000470551.1	ENSG00000101152.13	ENST00000360864.9	NMD	65	effectively_ptc	720	655
ENST00000472647.5	ENSG00000143156.15	ENST00000367811.8	Control	979	effectively_ptc	1303	324
ENST00000474012.1	ENSG00000164087.9	ENST00000394970.6	Control	1126	effectively_ptc	1228	102
ENST00000474361.6	ENSG00000197976.13	ENST00000313871.9	NMD	66	effectively_ptc	1388	1322
ENST00000474393.5	ENSG00000150403.19	ENST00000434316.7	Control	-230	truncated_no_ejc	1601	1831
ENST00000475764.5	ENSG00000119125.18	ENST00000358399.8	NMD	158	effectively_ptc	1606	1448
ENST00000477538.2	ENSG00000134086.11	ENST00000256474.3	NMD	852	effectively_ptc	1343	491
ENST00000477693.1	ENSG00000155438.13	ENST00000285814.9	Control	-279	truncated_no_ejc	374	653
ENST00000478672.1	ENSG00000122674.13	ENST00000325974.9	Control	-134	truncated_no_ejc	237	371
ENST00000480046.5	ENSG00000165055.17	ENST00000262432.13	Control	778	effectively_ptc	902	124
ENST00000480681.1	ENSG00000187325.6	ENST00000341864.6	NMD	387	effectively_ptc	681	294
ENST00000480948.6	ENSG00000144048.13	ENST00000272444.8	Control	-197	truncated_no_ejc	746	943
ENST00000481935.5	ENSG00000119688.22	ENST00000356924.9	Control	1339	effectively_ptc	1533	194
ENST00000482320.5	ENSG00000064419.15	ENST00000265388.10	NMD	2837	effectively_ptc	3287	450
ENST00000482555.5	ENSG00000165055.17	ENST00000262432.13	NMD	1076	effectively_ptc	1225	149
ENST00000484413.6	ENSG00000189171.17	ENST00000476133.6	Control	-142	no_downstream_ejc	1093	1235
ENST00000484417.5	ENSG00000101452.16	ENST00000252011.8	NMD	1708	effectively_ptc	2095	387
ENST00000485554.6	ENSG00000077454.18	ENST00000310300.11	Control	-103	truncated_no_ejc	1883	1986
ENST00000485648.5	ENSG00000100417.13	ENST00000216259.8	Control	512	effectively_ptc	901	389
ENST00000486228.7	ENSG00000156345.19	ENST00000325303.9	NMD	486	effectively_ptc	1243	757
ENST00000487577.5	ENSG00000025708.15	ENST00000252029.8	Control	-147	no_downstream_ejc	1587	1734
ENST00000488362.5	ENSG00000184497.14	ENST00000375353.5	Control	-157	truncated_no_ejc	372	529
ENST00000488877.6	ENSG00000026103.25	ENST00000652046.1	NMD	119	effectively_ptc	567	448
ENST00000489394.5	ENSG00000130066.17	ENST00000379270.5	NMD	241	effectively_ptc	610	369
ENST00000489519.1	ENSG00000160325.16	ENST00000316948.9	NMD	-128	truncated_no_ejc	263	391
ENST00000489772.5	ENSG00000100083.21	ENST00000343632.9	Control	-140	truncated_no_ejc	159	299
ENST00000491231.5	ENSG00000162236.14	ENST00000294179.8	NMD	168	effectively_ptc	1027	859
ENST00000491402.5	ENSG00000100483.15	ENST00000395860.7	NMD	231	effectively_ptc	712	481
ENST00000491407.1	ENSG00000160813.8	ENST00000292330.3	NMD	133	effectively_ptc	767	634
ENST00000492498.5	ENSG00000101146.14	ENST00000395841.7	NMD	261	effectively_ptc	1069	808
ENST00000492540.5	ENSG00000054148.19	ENST00000247665.12	NMD	332	effectively_ptc	1048	716
ENST00000492996.6	ENSG00000148634.17	ENST00000373700.9	Control	-105	truncated_no_ejc	474	579
ENST00000493053.5	ENSG00000165629.21	ENST00000356708.12	NMD	750	effectively_ptc	953	203
ENST00000493230.5	ENSG00000174775.19	ENST00000311189.8	NMD	146	effectively_ptc	833	687
ENST00000493680.5	ENSG00000099968.20	ENST00000317582.10	Control	-148	truncated_no_ejc	621	769
ENST00000494584.5	ENSG00000130717.14	ENST00000372215.5	NMD	350	effectively_ptc	714	364
ENST00000494826.1	ENSG00000146476.12	ENST00000367294.4	NMD	283	effectively_ptc	512	229
ENST00000495421.1	ENSG00000132768.15	ENST00000255108.8	NMD	1013	effectively_ptc	1459	446
ENST00000495509.6	ENSG00000112511.19	ENST00000374516.8	NMD	146	effectively_ptc	1510	1364
ENST00000495742.5	ENSG00000168765.20	ENST00000369836.9	NMD	199	effectively_ptc	623	424
ENST00000498336.5	ENSG00000204576.13	ENST00000376557.3	NMD	373	effectively_ptc	670	297
ENST00000498510.2	ENSG00000041880.16	ENST00000471971.6	Control	-168	no_downstream_ejc	1538	1706
ENST00000501493.6	ENSG00000109814.13	ENST00000316423.11	Control	-109	truncated_no_ejc	1335	1444
ENST00000502506.6	ENSG00000186010.20	ENST00000507754.9	NMD	150	effectively_ptc	975	825
ENST00000502973.1	ENSG00000145414.10	ENST00000274054.3	NMD	99	effectively_ptc	668	569
ENST00000502979.1	ENSG00000145740.21	ENST00000380860.8	Control	-82	truncated_no_ejc	208	290
ENST00000503235.1	ENSG00000168884.16	ENST00000315423.12	Control	-262	truncated_no_ejc	830	1092
ENST00000503936.6	ENSG00000113638.15	ENST00000337702.5	NMD	-20	truncated_no_ejc	344	364
ENST00000504011.5	ENSG00000154553.17	ENST00000284771.7	Control	-50	truncated_no_ejc	575	625
ENST00000504286.2	ENSG00000145545.14	ENST00000274192.7	NMD	140	effectively_ptc	1024	884
ENST00000504878.1	ENSG00000134480.18	ENST00000256897.9	Control	1013	effectively_ptc	1286	273
ENST00000505803.5	ENSG00000164211.14	ENST00000502322.5	Control	-219	no_downstream_ejc	578	797
ENST00000506139.5	ENSG00000037474.16	ENST00000264670.11	Control	-305	truncated_no_ejc	1955	2260
ENST00000508274.5	ENSG00000157869.17	ENST00000330852.10	NMD	157	effectively_ptc	624	467
ENST00000508629.5	ENSG00000145723.18	ENST00000399004.7	Control	-28	truncated_no_ejc	680	708
ENST00000510267.5	ENSG00000168884.16	ENST00000315423.12	NMD	736	effectively_ptc	1133	397
ENST00000511137.5	ENSG00000164211.14	ENST00000502322.5	NMD	104	effectively_ptc	430	326
ENST00000513117.1	ENSG00000145545.14	ENST00000274192.7	Control	140	effectively_ptc	696	556
ENST00000514033.1	ENSG00000109787.14	ENST00000261438.10	Control	-153	truncated_no_ejc	848	1001
ENST00000515708.5	ENSG00000048140.19	ENST00000508164.6	Control	-13	truncated_no_ejc	825	838
ENST00000515853.5	ENSG00000163291.15	ENST00000512733.5	Control	365	effectively_ptc	630	265
ENST00000517956.5	ENSG00000156804.8	ENST00000520511.1	Control	-88	no_downstream_ejc	1170	1258
ENST00000518714.5	ENSG00000112237.14	ENST00000520429.6	Control	-50	truncated_no_ejc	932	982
ENST00000518913.5	ENSG00000168487.20	ENST00000306349.13	NMD	1576	effectively_ptc	2298	722
ENST00000519357.1	ENSG00000111671.11	ENST00000524270.6	Control	-898	no_downstream_ejc	91	989
ENST00000520957.1	ENSG00000113240.15	ENST00000316308.9	Control	-163	truncated_no_ejc	85	248
ENST00000521166.5	ENSG00000176853.17	ENST00000334705.12	Control	-107	truncated_no_ejc	2508	2615
ENST00000523444.2	ENSG00000104320.16	ENST00000265433.8	Control	2109	effectively_ptc	2447	338
ENST00000523887.5	ENSG00000147475.18	ENST00000648919.1	Control	-321	no_downstream_ejc	367	688
ENST00000525158.1	ENSG00000134809.10	ENST00000257245.9	Control	-200	no_downstream_ejc	252	452
ENST00000525314.6	ENSG00000149182.16	ENST00000524782.6	Control	-19	no_downstream_ejc	1616	1635
ENST00000526288.1	ENSG00000121621.8	ENST00000263181.7	Control	-482	truncated_no_ejc	82	564
ENST00000526711.5	ENSG00000166333.15	ENST00000420936.6	NMD	922	effectively_ptc	1181	259
ENST00000527764.1	ENSG00000116871.17	ENST00000474796.2	NMD	-75	truncated_no_ejc	634	709
ENST00000528071.5	ENSG00000030066.15	ENST00000378460.7	Control	-165	truncated_no_ejc	3203	3368
ENST00000529397.5	ENSG00000154114.14	ENST00000422003.6	Control	-317	no_downstream_ejc	1056	1373
ENST00000533603.5	ENSG00000149257.17	ENST00000358171.8	NMD	-301	no_downstream_ejc	1296	1597
ENST00000533723.1	ENSG00000166471.12	ENST00000528080.6	Control	-143	truncated_no_ejc	431	574
ENST00000534111.5	ENSG00000137648.21	ENST00000437212.8	Control	-10	truncated_no_ejc	1561	1571
ENST00000534405.5	ENSG00000166311.11	ENST00000342245.9	NMD	319	effectively_ptc	1652	1333
ENST00000535306.6	ENSG00000181481.15	ENST00000324689.8	Control	-25	no_downstream_ejc	848	873
ENST00000536343.5	ENSG00000102858.14	ENST00000262370.12	NMD	481	effectively_ptc	1561	1080
ENST00000536761.5	ENSG00000151743.11	ENST00000281471.11	Control	866	effectively_ptc	925	59
ENST00000536889.1	ENSG00000133134.13	ENST00000372677.8	NMD	-390	no_downstream_ejc	449	839
ENST00000537971.5	ENSG00000011105.15	ENST00000011898.10	Control	-70	no_downstream_ejc	764	834
ENST00000539041.5	ENSG00000172594.14	ENST00000368440.5	Control	667	effectively_ptc	1128	461
ENST00000539140.6	ENSG00000156171.16	ENST00000484310.6	Control	-106	no_downstream_ejc	937	1043
ENST00000542934.5	ENSG00000070495.16	ENST00000397625.9	NMD	90	effectively_ptc	1483	1393
ENST00000543699.5	ENSG00000110801.15	ENST00000541212.6	NMD	150	effectively_ptc	700	550
ENST00000543987.5	ENSG00000151116.18	ENST00000396197.8	Control	-14	truncated_no_ejc	1216	1230
ENST00000544052.6	ENSG00000092108.23	ENST00000458591.7	Control	1761	effectively_ptc	1854	93
ENST00000544060.1	ENSG00000139372.15	ENST00000392872.8	Control	-318	truncated_no_ejc	301	619
ENST00000544257.5	ENSG00000166532.17	ENST00000535829.6	NMD	299	effectively_ptc	1405	1106
ENST00000546181.2	ENSG00000089818.18	ENST00000339754.11	Control	-116	truncated_no_ejc	156	272
ENST00000546360.5	ENSG00000070540.14	ENST00000262139.10	Control	1128	effectively_ptc	1268	140
ENST00000547382.5	ENSG00000139636.17	ENST00000267102.13	Control	-66	truncated_no_ejc	1637	1703
ENST00000550536.5	ENSG00000127328.23	ENST00000247833.12	Control	-81	no_downstream_ejc	1805	1886
ENST00000553152.2	ENSG00000089127.15	ENST00000452357.7	Control	-115	no_downstream_ejc	1116	1231
ENST00000553486.5	ENSG00000119688.22	ENST00000356924.9	NMD	1455	effectively_ptc	1657	202
ENST00000554764.6	ENSG00000166888.14	ENST00000300134.8	Control	2100	effectively_ptc	2470	370
ENST00000554871.5	ENSG00000119661.16	ENST00000553645.7	Control	544	effectively_ptc	591	47
ENST00000554920.5	ENSG00000119723.18	ENST00000334571.7	Control	-120	truncated_no_ejc	506	626
ENST00000555269.5	ENSG00000182400.16	ENST00000330149.10	NMD	327	effectively_ptc	736	409
ENST00000555358.5	ENSG00000196792.13	ENST00000355683.9	NMD	841	effectively_ptc	1972	1131
ENST00000555394.5	ENSG00000133961.23	ENST00000554546.5	Control	-714	no_downstream_ejc	1416	2130
ENST00000557235.5	ENSG00000170581.16	ENST00000314128.9	Control	-141	truncated_no_ejc	2477	2618
ENST00000557550.6	ENSG00000165792.19	ENST00000339374.11	NMD	822	effectively_ptc	1297	475
ENST00000559556.5	ENSG00000140416.27	ENST00000358278.7	Control	-81	no_downstream_ejc	844	925
ENST00000562410.5	ENSG00000205084.13	ENST00000258173.11	NMD	574	effectively_ptc	952	378
ENST00000562706.5	ENSG00000166479.11	ENST00000299608.7	Control	-94	truncated_no_ejc	569	663
ENST00000564105.5	ENSG00000174177.14	ENST00000453996.7	Control	1191	effectively_ptc	1447	256
ENST00000564466.5	ENSG00000153786.14	ENST00000313732.9	Control	-175	no_downstream_ejc	1181	1356
ENST00000564631.5	ENSG00000166479.11	ENST00000299608.7	NMD	790	effectively_ptc	1154	364
ENST00000566014.2	ENSG00000103978.18	ENST00000389834.9	Control	-40	no_downstream_ejc	1765	1805
ENST00000566188.5	ENSG00000103066.14	ENST00000219345.10	NMD	-107	truncated_no_ejc	656	763
ENST00000566756.5	ENSG00000140931.21	ENST00000567572.6	NMD	148	effectively_ptc	709	561
ENST00000567795.3	ENSG00000174943.12	ENST00000568000.6	Control	-106	truncated_no_ejc	586	692
ENST00000568470.6	ENSG00000172831.15	ENST00000317091.10	NMD	1583	effectively_ptc	2923	1340
ENST00000569482.5	ENSG00000140400.19	ENST00000267978.10	Control	-125	truncated_no_ejc	2936	3061
ENST00000570030.1	ENSG00000177548.14	ENST00000358201.9	Control	-207	truncated_no_ejc	327	534
ENST00000572415.5	ENSG00000133393.14	ENST00000255759.11	NMD	175	effectively_ptc	586	411
ENST00000573150.5	ENSG00000181523.14	ENST00000326317.11	NMD	161	effectively_ptc	890	729
ENST00000574867.5	ENSG00000108559.14	ENST00000573584.6	Control	-188	truncated_no_ejc	1496	1684
ENST00000575333.5	ENSG00000141198.17	ENST00000575882.6	Control	-124	truncated_no_ejc	924	1048
ENST00000575744.5	ENSG00000133393.14	ENST00000255759.11	Control	-75	truncated_no_ejc	268	343
ENST00000575949.6	ENSG00000108433.17	ENST00000640051.2	NMD	-227	truncated_no_ejc	243	470
ENST00000578205.5	ENSG00000126858.20	ENST00000333942.10	Control	1709	effectively_ptc	1883	174
ENST00000579248.5	ENSG00000265681.9	ENST00000578532.5	Control	-46	no_downstream_ejc	707	753
ENST00000579677.5	ENSG00000135164.20	ENST00000331242.12	NMD	1528	effectively_ptc	2620	1092
ENST00000579847.5	ENSG00000133313.16	ENST00000324262.9	Control	-68	no_downstream_ejc	1520	1588
ENST00000581729.2	ENSG00000178971.18	ENST00000651323.1	Control	-138	truncated_no_ejc	3305	3443
ENST00000583328.5	ENSG00000177302.17	ENST00000580095.5	Control	-200	no_downstream_ejc	310	510
ENST00000583540.2	ENSG00000189152.12	ENST00000344415.9	NMD	57	effectively_ptc	398	341
ENST00000587238.5	ENSG00000089639.12	ENST00000203556.9	Control	-372	truncated_no_ejc	2493	2865
ENST00000587385.6	ENSG00000126249.8	ENST00000246535.4	NMD	783	effectively_ptc	1066	283
ENST00000588994.5	ENSG00000102858.14	ENST00000262370.12	Control	-111	truncated_no_ejc	1552	1663
ENST00000589428.5	ENSG00000198858.11	ENST00000361574.10	NMD	286	effectively_ptc	666	380
ENST00000590310.2	ENSG00000136448.14	ENST00000258960.7	Control	-296	truncated_no_ejc	913	1209
ENST00000590925.6	ENSG00000089685.16	ENST00000350051.8	NMD	143	effectively_ptc	558	415
ENST00000596915.1	ENSG00000105656.14	ENST00000262809.9	Control	-184	truncated_no_ejc	147	331
ENST00000597849.5	ENSG00000142002.20	ENST00000262960.14	Control	-202	truncated_no_ejc	1518	1720
ENST00000599369.5	ENSG00000099326.10	ENST00000215057.7	Control	-1431	no_downstream_ejc	1015	2446
ENST00000601675.5	ENSG00000104960.15	ENST00000599732.5	Control	59	effectively_ptc	1412	1353
ENST00000602022.5	ENSG00000127527.16	ENST00000597937.5	NMD	190	effectively_ptc	2469	2279
ENST00000605788.6	ENSG00000166197.18	ENST00000488254.6	Control	-157	truncated_no_ejc	1963	2120
ENST00000611268.4	ENSG00000166471.12	ENST00000528080.6	NMD	55	effectively_ptc	1055	1000
ENST00000611366.5	ENSG00000100918.15	ENST00000620473.4	Control	-84	no_downstream_ejc	2031	2115
ENST00000614623.5	ENSG00000278259.6	ENST00000621344.4	Control	-154	no_downstream_ejc	3160	3314
ENST00000615148.5	ENSG00000141452.12	ENST00000269221.8	Control	-58	truncated_no_ejc	1893	1951
ENST00000615329.4	ENSG00000136643.13	ENST00000366960.8	NMD	1831	effectively_ptc	3081	1250
ENST00000615724.1	ENSG00000023909.11	ENST00000370238.8	Control	-168	truncated_no_ejc	882	1050
ENST00000616000.4	ENSG00000137868.20	ENST00000395105.9	Control	-162	no_downstream_ejc	2068	2230
ENST00000617207.4	ENSG00000269335.8	ENST00000594239.6	Control	-141	truncated_no_ejc	1234	1375
ENST00000618590.1	ENSG00000164978.20	ENST00000892446.1	Control	-315	no_downstream_ejc	237	552
ENST00000618911.4	ENSG00000048162.23	ENST00000614830.5	Control	-304	no_downstream_ejc	781	1085
ENST00000620557.4	ENSG00000147654.17	ENST00000337573.10	Control	-119	no_downstream_ejc	636	755
ENST00000626257.2	ENSG00000146574.17	ENST00000316731.13	Control	1064	effectively_ptc	1872	808
ENST00000626847.2	ENSG00000205571.16	ENST00000380743.9	Control	-13	truncated_no_ejc	866	879
ENST00000628829.2	ENSG00000162174.13	ENST00000301776.9	NMD	367	effectively_ptc	671	304
ENST00000636077.2	ENSG00000103264.19	ENST00000311635.12	Control	-221	no_downstream_ejc	1488	1709
ENST00000640621.1	ENSG00000108433.17	ENST00000640051.2	Control	-250	truncated_no_ejc	391	641
ENST00000642752.1	ENSG00000112855.18	ENST00000230771.9	Control	-58	truncated_no_ejc	1558	1616
ENST00000643231.1	ENSG00000198860.15	ENST00000645668.2	Control	-113	truncated_no_ejc	423	536
ENST00000643457.1	ENSG00000172113.11	ENST00000442597.6	Control	-165	no_downstream_ejc	511	676
ENST00000644094.1	ENSG00000169359.17	ENST00000643144.2	NMD	288	effectively_ptc	1550	1262
ENST00000644338.1	ENSG00000136143.17	ENST00000646932.1	Control	-1	truncated_no_ejc	673	674
ENST00000646097.1	ENSG00000139687.18	ENST00000267163.6	Control	-46	truncated_no_ejc	433	479
ENST00000646559.1	ENSG00000127990.20	ENST00000648936.2	NMD	1229	effectively_ptc	1434	205
ENST00000647753.1	ENSG00000115275.15	ENST00000448666.7	NMD	71	effectively_ptc	690	619
ENST00000648890.1	ENSG00000145191.16	ENST00000648915.2	NMD	531	effectively_ptc	2133	1602
ENST00000649642.1	ENSG00000140519.15	ENST00000268122.9	NMD	186	effectively_ptc	1477	1291
ENST00000649777.1	ENSG00000115275.15	ENST00000448666.7	Control	540	effectively_ptc	985	445
ENST00000650045.1	ENSG00000172175.17	ENST00000649217.2	NMD	731	effectively_ptc	2214	1483
ENST00000651498.1	ENSG00000118960.14	ENST00000304031.8	NMD	363	effectively_ptc	779	416
ENST00000652537.1	ENSG00000183735.12	ENST00000331710.10	NMD	520	effectively_ptc	2373	1853
ENST00000652555.1	ENSG00000174989.15	ENST00000455858.2	Control	-143	no_downstream_ejc	1740	1883
ENST00000672951.1	ENSG00000139163.17	ENST00000266517.9	Control	-92	truncated_no_ejc	705	797
ENST00000673715.1	ENSG00000076242.19	ENST00000231790.8	Control	-169	truncated_no_ejc	1756	1925
ENST00000673737.2	ENSG00000163703.21	ENST00000452070.6	NMD	317	effectively_ptc	1085	768
ENST00000673972.1	ENSG00000076242.19	ENST00000231790.8	NMD	1983	effectively_ptc	2131	148
ENST00000674096.1	ENSG00000175782.12	ENST00000398004.4	NMD	402	effectively_ptc	1067	665
ENST00000674992.1	ENSG00000121940.18	ENST00000356970.6	NMD	1520	effectively_ptc	2027	507
ENST00000675625.1	ENSG00000104381.15	ENST00000220822.12	NMD	368	effectively_ptc	616	248
ENST00000675641.1	ENSG00000148356.16	ENST00000300417.11	NMD	790	effectively_ptc	2404	1614
ENST00000675777.1	ENSG00000133315.13	ENST00000538595.1	Control	-30	no_downstream_ejc	1092	1122
ENST00000675928.1	ENSG00000104381.15	ENST00000220822.12	Control	-381	truncated_no_ejc	587	968
ENST00000675937.1	ENSG00000084073.11	ENST00000372759.4	NMD	450	effectively_ptc	1627	1177
ENST00000676177.1	ENSG00000087053.20	ENST00000346299.10	NMD	1685	effectively_ptc	2062	377
ENST00000676694.1	ENSG00000075413.20	ENST00000303622.13	NMD	1497	effectively_ptc	2436	939
ENST00000676828.1	ENSG00000136448.14	ENST00000258960.7	NMD	308	effectively_ptc	1856	1548
ENST00000677531.1	ENSG00000112561.20	ENST00000373033.6	Control	-478	no_downstream_ejc	1134	1612
ENST00000681505.1	ENSG00000089127.15	ENST00000452357.7	NMD	381	effectively_ptc	1058	677
ENST00000681539.1	ENSG00000125875.16	ENST00000354200.5	Control	38	no_downstream_ejc	1393	1355
ENST00000681849.1	ENSG00000157601.16	ENST00000398598.8	Control	-229	no_downstream_ejc	2141	2370
ENST00000683199.1	ENSG00000049167.17	ENST00000676185.1	Control	-232	truncated_no_ejc	865	1097
ENST00000683803.1	ENSG00000135317.15	ENST00000314673.8	NMD	1555	effectively_ptc	2977	1422
ENST00000684337.1	ENSG00000124356.18	ENST00000339566.7	NMD	981	effectively_ptc	1453	472
ENST00000684493.1	ENSG00000163703.21	ENST00000452070.6	Control	-213	no_downstream_ejc	1115	1328
ENST00000686305.1	ENSG00000064763.13	ENST00000536681.8	NMD	818	effectively_ptc	1425	607
ENST00000686419.1	ENSG00000064763.13	ENST00000536681.8	Control	-4	truncated_no_ejc	1801	1805
ENST00000687939.1	ENSG00000116473.16	ENST00000369709.4	Control	31	no_downstream_ejc	863	832
ENST00000688634.1	ENSG00000123989.16	ENST00000243776.11	NMD	254	effectively_ptc	1206	952
ENST00000696050.1	ENSG00000144048.13	ENST00000272444.8	NMD	245	effectively_ptc	905	660
ENST00000696134.1	ENSG00000117595.14	ENST00000367021.8	NMD	608	effectively_ptc	1605	997
ENST00000696265.1	ENSG00000112039.7	ENST00000229769.3	NMD	118	effectively_ptc	1442	1324
ENST00000696881.1	ENSG00000136689.20	ENST00000354115.6	NMD	416	effectively_ptc	576	160
ENST00000697868.1	ENSG00000126524.13	ENST00000246868.7	NMD	390	effectively_ptc	726	336
ENST00000698605.1	ENSG00000013375.18	ENST00000513973.6	NMD	1321	effectively_ptc	1616	295
ENST00000698622.1	ENSG00000013375.18	ENST00000513973.6	Control	-306	truncated_no_ejc	546	852
ENST00000700533.1	ENSG00000108559.14	ENST00000573584.6	NMD	909	effectively_ptc	2025	1116
ENST00000703125.1	ENSG00000102471.16	ENST00000620924.1	NMD	327	effectively_ptc	1050	723
ENST00000703146.1	ENSG00000102471.16	ENST00000620924.1	Control	4	truncated_no_ejc	980	976
ENST00000713859.1	ENSG00000139687.18	ENST00000267163.6	NMD	1789	effectively_ptc	2608	819
ENST00000714370.1	ENSG00000166888.14	ENST00000300134.8	NMD	1191	effectively_ptc	2769	1578
ENST00000721291.1	ENSG00000290831.2	ENST00000444583.7	NMD	416	effectively_ptc	1520	1104
ENST00000721294.1	ENSG00000290831.2	ENST00000444583.7	Control	2	truncated_no_ejc	901	899
ENST00000736734.1	ENSG00000290940.2	ENST00000736737.1	Control	64	effectively_ptc	655	591
ENST00000736757.1	ENSG00000290940.2	ENST00000736737.1	NMD	206	effectively_ptc	779	573
ENST00000754443.1	ENSG00000291152.2	ENST00000685034.2	NMD	-151	no_downstream_ejc	727	878
ENST00000847564.1	ENSG00000290854.2	ENST00000647043.1	Control	-67	no_downstream_ejc	1332	1399
ENST00000850622.1	ENSG00000162695.14	ENST00000370112.8	Control	93	effectively_ptc	1405	1312
ENST00000851570.1	ENSG00000104635.16	ENST00000381237.6	Control	-145	no_downstream_ejc	1609	1754
ENST00000851812.1	ENSG00000130717.14	ENST00000372215.5	Control	-180	no_downstream_ejc	798	978
ENST00000852080.1	ENSG00000115919.16	ENST00000264170.9	Control	-124	no_downstream_ejc	1554	1678
ENST00000852588.1	ENSG00000131966.15	ENST00000254286.9	Control	-180	truncated_no_ejc	1136	1316
ENST00000853393.1	ENSG00000108349.19	ENST00000264645.12	Control	43	no_downstream_ejc	2424	2381
ENST00000855804.1	ENSG00000177731.17	ENST00000327031.9	Control	-133	truncated_no_ejc	3754	3887
ENST00000856359.1	ENSG00000077238.15	ENST00000395762.7	Control	-1577	no_downstream_ejc	1406	2983
